Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-MEC-278,AST-MEC-278,CRAH System Asset Item 278,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-278,SN-MEC-278-99,415V AC,85 kW,486 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-BMS-279,AST-BMS-279,BMS Software System Asset Item 279,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-279,SN-BMS-279-99,230V AC,Standard Load,72 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-279,A320
EQP-MEC-280,AST-MEC-280,Chilled Water Plant Asset Item 280,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-280,SN-MEC-280-99,415V AC,2500 kW,469 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A500
EQP-FIR-281,AST-FIR-281,FM-200 Clean Agent System Asset Item 281,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-281,SN-FIR-281-99,230V AC,Standard Load,389 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-281,A150
EQP-MEC-282,AST-MEC-282,Condenser Cooling Towers Asset Item 282,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-282,SN-MEC-282-99,415V AC,3000 GPM,157 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-282,A440
EQP-ELE-283,AST-ELE-283,MV Switchgear Asset Item 283,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-283,SN-ELE-283-99,11 kV AC,31.5 kA,299 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-FIR-284,AST-FIR-284,Pre-action Sprinklers Asset Item 284,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-284,SN-FIR-284-99,230V AC,Standard Load,136 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-284,A320
EQP-BMS-285,AST-BMS-285,BMS Server Panel Asset Item 285,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-285,SN-BMS-285-99,230V AC,Standard Load,373 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-285,A320
EQP-MEC-286,AST-MEC-286,Condenser Cooling Towers Asset Item 286,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-286,SN-MEC-286-99,415V AC,3000 GPM,199 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-286,A500
EQP-ELE-287,AST-ELE-287,Busduct Systems Asset Item 287,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Electrical,Busduct Systems,Godrej,MOD-ELE-287,SN-ELE-287-99,415V AC,3200 A,74 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A440
EQP-MEC-288,AST-MEC-288,Chilled Water Plant Asset Item 288,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-288,SN-MEC-288-99,415V AC,2500 kW,199 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A320
EQP-FIR-289,AST-FIR-289,CO2 Flooding System Asset Item 289,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-289,SN-FIR-289-99,230V AC,Standard Load,384 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-289,A150
EQP-FIR-290,AST-FIR-290,CO2 Flooding System Asset Item 290,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-290,SN-FIR-290-99,230V AC,Standard Load,409 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-290,A440
EQP-FIR-291,AST-FIR-291,FM-200 Clean Agent System Asset Item 291,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-291,SN-FIR-291-99,230V AC,Standard Load,301 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-291,A150
EQP-MEC-292,AST-MEC-292,Chilled Water Plant Asset Item 292,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-292,SN-MEC-292-99,415V AC,2500 kW,150 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-FIR-293,AST-FIR-293,FM-200 Clean Agent System Asset Item 293,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-293,SN-FIR-293-99,230V AC,Standard Load,480 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-293,A440
EQP-ELE-294,AST-ELE-294,LV Switchgear Asset Item 294,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Electrical,LV Switchgear,ABB,MOD-ELE-294,SN-ELE-294-99,415V AC,3200 A,390 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A440
EQP-FIR-295,AST-FIR-295,CO2 Flooding System Asset Item 295,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-295,SN-FIR-295-99,230V AC,Standard Load,149 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-295,A150
EQP-FIR-296,AST-FIR-296,FM-200 Clean Agent System Asset Item 296,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-296,SN-FIR-296-99,230V AC,Standard Load,11 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-296,A320
EQP-ELE-297,AST-ELE-297,MV Switchgear Asset Item 297,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-297,SN-ELE-297-99,11 kV AC,31.5 kA,454 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A150
EQP-ELE-298,AST-ELE-298,MV Switchgear Asset Item 298,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-298,SN-ELE-298-99,11 kV AC,31.5 kA,190 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A240
EQP-ELE-299,AST-ELE-299,UPS System Asset Item 299,"Generator Yard, Floor 2",Generator Yard,Floor 1,Electrical,UPS System,Vertiv,MOD-ELE-299,SN-ELE-299-99,415V AC,1600 kW,91 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-MEC-300,AST-MEC-300,Chilled Water Plant Asset Item 300,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-300,SN-MEC-300-99,415V AC,2500 kW,224 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A320
EQP-MEC-301,AST-MEC-301,Condenser Cooling Towers Asset Item 301,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-301,SN-MEC-301-99,415V AC,3000 GPM,293 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-301,A240
EQP-FIR-302,AST-FIR-302,CO2 Flooding System Asset Item 302,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-302,SN-FIR-302-99,230V AC,Standard Load,156 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-302,A440
EQP-MEC-303,AST-MEC-303,Condenser Cooling Towers Asset Item 303,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-303,SN-MEC-303-99,415V AC,3000 GPM,273 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-303,A240
EQP-FIR-304,AST-FIR-304,FM-200 Clean Agent System Asset Item 304,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-304,SN-FIR-304-99,230V AC,Standard Load,247 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-304,A440
EQP-ELE-305,AST-ELE-305,Diesel Generators Asset Item 305,"Generator Yard, Floor 1",Generator Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-305,SN-ELE-305-99,415V AC,3500 kW,492 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A320
EQP-BMS-306,AST-BMS-306,BMS Server Panel Asset Item 306,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-306,SN-BMS-306-99,230V AC,Standard Load,70 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-306,A150
EQP-FIR-307,AST-FIR-307,Pre-action Sprinklers Asset Item 307,"Generator Yard, Floor 1",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-307,SN-FIR-307-99,230V AC,Standard Load,497 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-307,A240
EQP-MEC-308,AST-MEC-308,CRAH System Asset Item 308,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-308,SN-MEC-308-99,415V AC,85 kW,462 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A440
EQP-ELE-309,AST-ELE-309,Power Transformers Asset Item 309,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Electrical,Power Transformers,Kirloskar,MOD-ELE-309,SN-ELE-309-99,110 kV / 11 kV,5 MVA,385 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-ELE-310,AST-ELE-310,Power Transformers Asset Item 310,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,Electrical,Power Transformers,Kirloskar,MOD-ELE-310,SN-ELE-310-99,110 kV / 11 kV,5 MVA,78 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A500
EQP-BMS-311,AST-BMS-311,BMS Control Network Asset Item 311,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-311,SN-BMS-311-99,230V AC,Standard Load,384 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-311,A320
EQP-MEC-312,AST-MEC-312,Acoustic Exhaust Asset Item 312,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-312,SN-MEC-312-99,415V AC,35 dB Attenuation,217 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-312,A320
EQP-BMS-313,AST-BMS-313,BMS Control Network Asset Item 313,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-313,SN-BMS-313-99,230V AC,Standard Load,21 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-313,A440
EQP-MEC-314,AST-MEC-314,CRAH System Asset Item 314,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-314,SN-MEC-314-99,415V AC,85 kW,445 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A440
EQP-FIR-315,AST-FIR-315,VESDA Aspiration Asset Item 315,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-315,SN-FIR-315-99,230V AC,Standard Load,335 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-315,A240
EQP-BMS-316,AST-BMS-316,BMS Control Network Asset Item 316,"Generator Yard, Floor 2",Generator Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-316,SN-BMS-316-99,230V AC,Standard Load,426 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-316,A440
EQP-MEC-317,AST-MEC-317,CRAH System Asset Item 317,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-317,SN-MEC-317-99,415V AC,85 kW,490 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-MEC-318,AST-MEC-318,CRAH System Asset Item 318,"Generator Yard, Floor 2",Generator Yard,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-318,SN-MEC-318-99,415V AC,85 kW,103 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A440
EQP-FIR-319,AST-FIR-319,Pre-action Sprinklers Asset Item 319,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-319,SN-FIR-319-99,230V AC,Standard Load,465 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-319,A320
EQP-BMS-320,AST-BMS-320,BMS Software System Asset Item 320,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-320,SN-BMS-320-99,230V AC,Standard Load,331 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-320,A150
EQP-ELE-321,AST-ELE-321,UPS System Asset Item 321,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-321,SN-ELE-321-99,415V AC,1600 kW,9 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-FIR-322,AST-FIR-322,Pre-action Sprinklers Asset Item 322,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-322,SN-FIR-322-99,230V AC,Standard Load,267 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-322,A320
EQP-MEC-323,AST-MEC-323,CRAH System Asset Item 323,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-323,SN-MEC-323-99,415V AC,85 kW,279 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-MEC-324,AST-MEC-324,Chilled Water Plant Asset Item 324,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-324,SN-MEC-324-99,415V AC,2500 kW,350 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-MEC-325,AST-MEC-325,Chilled Water Plant Asset Item 325,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-325,SN-MEC-325-99,415V AC,2500 kW,154 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A150
EQP-BMS-326,AST-BMS-326,BMS Control Network Asset Item 326,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-326,SN-BMS-326-99,230V AC,Standard Load,6 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-326,A150
EQP-ELE-327,AST-ELE-327,Busduct Systems Asset Item 327,"Generator Yard, Floor 2",Generator Yard,Floor 1,Electrical,Busduct Systems,Godrej,MOD-ELE-327,SN-ELE-327-99,415V AC,3200 A,289 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A150
EQP-BMS-328,AST-BMS-328,BMS Control Network Asset Item 328,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-328,SN-BMS-328-99,230V AC,Standard Load,454 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-328,A440
EQP-MEC-329,AST-MEC-329,CRAH System Asset Item 329,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-329,SN-MEC-329-99,415V AC,85 kW,347 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-ELE-330,AST-ELE-330,Diesel Generators Asset Item 330,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-330,SN-ELE-330-99,415V AC,3500 kW,442 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A150
EQP-FIR-331,AST-FIR-331,VESDA Aspiration Asset Item 331,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-331,SN-FIR-331-99,230V AC,Standard Load,217 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-331,A320
EQP-BMS-332,AST-BMS-332,BMS Server Panel Asset Item 332,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-332,SN-BMS-332-99,230V AC,Standard Load,310 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-332,A500
EQP-FIR-333,AST-FIR-333,FM-200 Clean Agent System Asset Item 333,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-333,SN-FIR-333-99,230V AC,Standard Load,405 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-333,A240
EQP-BMS-334,AST-BMS-334,BMS Server Panel Asset Item 334,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-334,SN-BMS-334-99,230V AC,Standard Load,114 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-334,A240
EQP-ELE-335,AST-ELE-335,Diesel Generators Asset Item 335,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-335,SN-ELE-335-99,415V AC,3500 kW,264 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A320
EQP-BMS-336,AST-BMS-336,BMS Software System Asset Item 336,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-336,SN-BMS-336-99,230V AC,Standard Load,313 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-336,A440
EQP-ELE-337,AST-ELE-337,LV Switchgear Asset Item 337,"Generator Yard, Floor 3",Generator Yard,Floor 3,Electrical,LV Switchgear,ABB,MOD-ELE-337,SN-ELE-337-99,415V AC,3200 A,186 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A320
EQP-BMS-338,AST-BMS-338,BMS Server Panel Asset Item 338,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-338,SN-BMS-338-99,230V AC,Standard Load,97 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-338,A240
EQP-FIR-339,AST-FIR-339,Pre-action Sprinklers Asset Item 339,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-339,SN-FIR-339-99,230V AC,Standard Load,312 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-339,A320
EQP-ELE-340,AST-ELE-340,UPS System Asset Item 340,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-340,SN-ELE-340-99,415V AC,1600 kW,46 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A150
EQP-MEC-341,AST-MEC-341,Acoustic Exhaust Asset Item 341,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-341,SN-MEC-341-99,415V AC,35 dB Attenuation,252 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-341,A500
EQP-BMS-342,AST-BMS-342,BMS Software System Asset Item 342,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,BMS,BMS Software System,OEM Standard,MOD-BMS-342,SN-BMS-342-99,230V AC,Standard Load,36 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-342,A320
EQP-BMS-343,AST-BMS-343,BMS Software System Asset Item 343,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-343,SN-BMS-343-99,230V AC,Standard Load,54 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-343,A320
EQP-FIR-344,AST-FIR-344,CO2 Flooding System Asset Item 344,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-344,SN-FIR-344-99,230V AC,Standard Load,184 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-344,A320
EQP-ELE-345,AST-ELE-345,LV Switchgear Asset Item 345,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Electrical,LV Switchgear,ABB,MOD-ELE-345,SN-ELE-345-99,415V AC,3200 A,192 kg,600x600x1200 mm,Delivered,Awaiting Installation,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A440
